,popularity,production_companies,vote_average,release_year,budget_adj,revenue_adj,net_profit
6655,0.727752,Twentieth Century Fox,5.2,2006,27041728.9572893,128922344.915954,101880615.95866469
6695,0.582876,Twentieth Century Fox,5.0,2006,21633383.1658314,23975854.5483809,2342471.382549502
6732,0.441629,Twentieth Century Fox,5.6,2006,64900149.4974943,84284035.0716081,19383885.574113794
6761,0.370019,Twentieth Century Fox,5.6,2006,0.0,17985116.4487157,17985116.4487157
6763,0.500077,Twentieth Century Fox,5.7,2006,25960059.7989977,25226638.3528947,-733421.4461029992
6772,0.355816,Twentieth Century Fox,4.7,2006,0.0,0.0,0.0
6844,0.241377,Twentieth Century Fox,3.8,2006,5408345.79145786,0.0,-5408345.79145786
6971,2.791375,Twentieth Century Fox,6.6,2004,138533447.977457,400863751.430357,262330303.4529
6982,2.022895,Twentieth Century Fox,6.1,2004,144305674.976518,628332770.733608,484027095.75709
6991,1.648211,Twentieth Century Fox,5.2,2004,57722269.9906074,231817870.537722,174095600.54711458
7006,1.348704,Twentieth Century Fox,5.5,2004,80811177.9868504,197622423.162423,116811245.17557262
7007,1.338131,Twentieth Century Fox,6.2,2004,23088907.9962429,193626249.225367,170537341.2291241
7038,0.922087,Twentieth Century Fox,5.0,2004,28861134.9953037,42264206.8359791,13403071.840675395
7114,0.439848,Twentieth Century Fox,5.4,2004,51950042.9915466,24253951.2048253,-27696091.7867213
7271,0.881814,Twentieth Century Fox,6.1,1972,9386209.67645213,50581241.0342142,41195031.35776207
7284,0.321141,Twentieth Century Fox,7.7,1972,26072804.6568114,440959531.356979,414886726.7001676
7301,0.095011,Twentieth Century Fox,5.3,1972,0.0,0.0,0.0
7309,5.488441,Twentieth Century Fox,8.0,1980,47628661.5525832,1424626187.77282,1376997526.2202368
7365,0.156245,Twentieth Century Fox,6.9,1980,0.0,98225403.6992123,98225403.6992123
7385,0.03468,Twentieth Century Fox,6.5,1980,0.0,0.0,0.0
7398,2.227384,Twentieth Century Fox,6.3,2007,115683544.08947,403347991.139481,287664447.05001104
7421,1.552842,Twentieth Century Fox,5.4,2007,136716915.7421,303982451.227029,167265535.48492903
7427,1.380432,Twentieth Century Fox,6.9,2007,78875143.6973659,554301751.480407,475426607.7830411
7431,1.323511,Twentieth Century Fox,4.9,2007,42066743.3052618,43956661.1583771,1889917.8531153053
7468,0.915514,Twentieth Century Fox,5.9,2007,25240045.9831571,105130841.769205,79890795.7860479
7481,0.822839,Twentieth Century Fox,5.3,2007,4206674.33052618,0.0,-4206674.33052618
7526,0.57106,Twentieth Century Fox,3.4,2007,21033371.6526309,91353784.5713698,70320412.9187389
7530,0.567972,Twentieth Century Fox,4.7,2007,0.0,0.0,0.0
7566,0.470629,Twentieth Century Fox,6.5,2007,21033371.6526309,17851505.2374672,-3181866.4151636995
7586,0.43151,Twentieth Century Fox,5.4,2007,47325086.2184195,32415434.5405191,-14909651.6779004
7840,0.550722,Twentieth Century Fox,6.8,1979,0.0,113643277.115123,113643277.115123
7854,0.307429,Twentieth Century Fox,7.2,1979,6910474.20575366,60091080.0500318,53180605.84427814
7879,0.058087,Twentieth Century Fox,5.8,1979,0.0,66785226.3676053,66785226.3676053
7895,0.991867,Twentieth Century Fox,6.3,1984,20990420.3919415,181718766.989121,160728346.5971795
7941,0.343859,Twentieth Century Fox,6.6,1984,0.0,0.0,0.0
7987,4.828854,Twentieth Century Fox,7.8,1983,70824243.1274759,1253818981.11608,1182994737.988604
8010,0.543688,Twentieth Century Fox,4.9,1983,14230527.9854279,73909566.0893086,59679038.1038807
8019,0.39276,Twentieth Century Fox,5.3,1983,0.0,37728777.0831577,37728777.0831577
8029,0.316785,Twentieth Century Fox,7.2,1983,0.0,28527203.8435561,28527203.8435561
8040,0.226247,Twentieth Century Fox,4.8,1983,0.0,51770555.7240109,51770555.7240109
8048,0.558139,Twentieth Century Fox,5.1,1983,0.0,0.0,0.0
8056,0.146497,Twentieth Century Fox,6.1,1983,0.0,141832009.711788,141832009.711788
8073,2.230236,Twentieth Century Fox,6.7,1995,128787018.039626,523879354.03866,395092335.999034
8110,0.829551,Twentieth Century Fox,6.1,1995,0.0,0.0,0.0
8153,0.502955,Twentieth Century Fox,5.4,1995,0.0,99682200.8613848,99682200.8613848
8158,0.469383,Twentieth Century Fox,5.1,1995,0.0,0.0,0.0
8213,0.252852,Twentieth Century Fox,6.1,1995,0.0,0.0,0.0
8220,0.200906,Twentieth Century Fox,6.1,1995,22895469.8737114,116555336.490427,93659866.61671561
8244,3.822939,Twentieth Century Fox,6.2,1992,27972436.5826012,557881779.469661,529909342.8870598
8246,1.919148,Twentieth Century Fox,6.0,1992,77701212.7294478,248291964.17166,170590751.44221222
8263,0.808779,Twentieth Century Fox,6.2,1992,0.0,141033615.72026,141033615.72026
8318,0.346362,Twentieth Century Fox,6.2,1992,15540242.5458895,22310316.576497,6770074.030607499
8320,0.27017,Twentieth Century Fox,5.2,1992,0.0,0.0,0.0
8362,0.13229,Twentieth Century Fox,5.8,1992,54390848.9106134,0.0,-54390848.9106134
8380,1.114068,Twentieth Century Fox,6.3,1981,26380098.8534249,75957674.330485,49577575.4770601
8387,0.6599,Twentieth Century Fox,6.6,1981,13190049.4267124,141428276.108503,128238226.68179062
8408,0.325065,Twentieth Century Fox,5.7,1981,0.0,49094280.0751113,49094280.0751113
8421,0.237765,Twentieth Century Fox,6.3,1981,33574671.2679954,85989656.6030586,52414985.335063204
8457,4.480733,Twentieth Century Fox,6.6,1996,104266255.422019,1135764351.5897,1031498096.167681
8463,1.920156,Twentieth Century Fox,6.6,1996,20158142.7149236,204777203.170305,184619060.45538142
8474,1.294658,Twentieth Century Fox,5.5,1996,83413004.3376152,180495160.446999,97082156.1093838
8483,1.04502,Twentieth Century Fox,5.3,1996,69510836.9480127,83704023.9684487,14193187.020436004
8492,0.902697,Twentieth Century Fox,5.5,1996,69510836.9480127,208908073.725418,139397236.77740532
8506,0.730181,Twentieth Century Fox,6.8,1996,0.0,48081224.2471037,48081224.2471037
8514,0.682275,Twentieth Century Fox,5.7,1996,0.0,135587212.953261,135587212.953261
8516,0.649357,Twentieth Century Fox,5.8,1996,0.0,0.0,0.0
8522,0.581975,Twentieth Century Fox,5.5,1996,0.0,0.0,0.0
8608,0.306603,Twentieth Century Fox,7.0,1996,0.0,0.0,0.0
8664,2.197205,Twentieth Century Fox,7.3,2000,113966290.290882,544039793.482951,430073503.19206905
8667,1.889388,Twentieth Century Fox,5.3,2000,60782021.4884706,114451543.559435,53669522.070964396
8693,1.001503,Twentieth Century Fox,5.7,2000,37988763.4302941,220283464.554964,182294701.1246699
8699,0.923632,Twentieth Century Fox,6.2,2000,101303369.147451,49967161.2465987,-51336207.9008523
8701,0.91232,Twentieth Century Fox,5.1,2000,16461797.4864608,92668172.4568295,76206374.9703687
8707,0.78353,Twentieth Century Fox,5.9,2000,64580897.8315,189020688.933822,124439791.10232201
8734,0.54656,Twentieth Century Fox,6.1,2000,94971908.5757354,46542103.1997682,-48429805.375967205
8751,0.464139,Twentieth Century Fox,6.1,2000,126629211.434313,196863281.732773,70234070.29846
8826,0.182246,Twentieth Century Fox,6.6,2000,94971908.5757354,199187391.225507,104215482.64977159
8906,0.616869,Twentieth Century Fox,7.2,1982,45192848.0510245,0.0,-45192848.0510245
8985,1.379837,Twentieth Century Fox,6.5,1998,30766995.7888008,494793021.724308,464026025.93550724
8986,1.339249,Twentieth Century Fox,6.3,1998,88287900.9591677,253089726.057357,164801825.0981893
9012,0.962802,Twentieth Century Fox,5.3,1998,94976378.3045592,393893266.348678,298916888.04411876
9020,0.823963999999999,Twentieth Century Fox,6.8,1998,34780082.1960357,87894313.4966918,53114231.300656095
9037,0.643358,Twentieth Century Fox,5.7,1998,0.0,0.0,0.0
9041,0.607687,Twentieth Century Fox,6.5,1998,33442386.7269574,74234160.6489321,40791773.9219747
9043,0.577192,Twentieth Century Fox,6.0,1998,93638682.8354809,156072825.746571,62434142.911090106
9152,0.26504,Twentieth Century Fox,6.4,1998,36117777.665114,101664855.64995,65547077.984836
9153,0.162242,Twentieth Century Fox,6.5,1998,26753909.3815659,50394131.9045318,23640222.5229659
9189,1.69108,Twentieth Century Fox,6.9,1989,123128945.733027,158308816.894417,35179871.16138999
9265,0.269455,Twentieth Century Fox,6.7,1989,0.0,35244318.6105707,35244318.6105707
9282,0.209028,Twentieth Century Fox,5.7,1989,0.0,4885193.69150605,4885193.69150605
9338,0.690154,Twentieth Century Fox,5.8,1991,0.0,0.0,0.0
9352,0.514489,Twentieth Century Fox,6.2,1991,41628413.8901848,289951771.881415,248323357.99123022
9359,0.446515,Twentieth Century Fox,6.1,1991,30420763.9966735,280189654.250405,249768890.25373152
9428,0.189644,Twentieth Century Fox,6.2,1991,0.0,34953388.9851857,34953388.9851857
9432,0.172296,Twentieth Century Fox,6.6,1991,27218578.3128131,7371317.7666548,-19847260.5461583
9449,3.777441,Twentieth Century Fox,7.2,1988,51628948.6465286,259560770.407171,207931821.7606424
9450,2.150682,Twentieth Century Fox,6.7,1988,33190038.4156255,279660690.861712,246470652.44608647
9476,0.657109,Twentieth Century Fox,5.7,1988,32268092.9040804,46143223.4976621,13875130.593581699
9486,0.528411,Twentieth Century Fox,5.6,1988,29502256.3694449,0.0,-29502256.3694449
9594,3.474728,Twentieth Century Fox,7.1,1987,34543447.8851637,188521918.489361,153978470.6041973
9606,1.082108,Twentieth Century Fox,6.7,1987,28786206.5709698,84147971.4648091,55361764.8938393
9626,0.57606,Twentieth Century Fox,6.3,1987,38381608.761293,98351728.6788724,59970119.917579405
9634,0.47393,Twentieth Century Fox,5.6,1987,28786206.5709698,25505285.2434804,-3280921.327489402
9682,0.233246,Twentieth Century Fox,6.1,1987,0.0,43451882.6083143,43451882.6083143
9694,0.184469,Twentieth Century Fox,5.9,1987,0.0,23789656.1180572,23789656.1180572
9720,1.152937,Twentieth Century Fox,7.2,1968,36359988.966624,209354710.49926,172994721.53263602
9722,0.891162999999999,Twentieth Century Fox,6.6,1968,0.0,0.0,0.0
9741,0.207956,Twentieth Century Fox,6.3,1968,11284134.5068833,0.0,-11284134.5068833
9778,0.316938,Twentieth Century Fox,7.5,1974,0.0,0.0,0.0
9785,0.226287,Twentieth Century Fox,7.2,1974,61911974.4391991,512984931.067649,451072956.6284499
9829,0.289363,Twentieth Century Fox,5.8,1975,0.0,0.0,0.0
9841,0.160002,Twentieth Century Fox,6.9,1975,0.0,0.0,0.0
9868,0.232756,Twentieth Century Fox,6.9,1962,72084488.7876181,0.0,-72084488.7876181
9904,0.194941,Twentieth Century Fox,6.6,1964,5504699.3822504,0.0,-5504699.3822504
9921,0.0154759999999999,Twentieth Century Fox,5.3,1964,0.0,0.0,0.0
9928,0.861629999999999,Twentieth Century Fox,6.2,1971,13462987.2860933,66501260.4048697,53038273.118776396
9952,0.275523,Twentieth Century Fox,7.1,1971,7000753.38876852,389168143.556371,382167390.1676025
9980,2.535646,Twentieth Century Fox,6.4,1990,116822897.82202,400587542.406711,283764644.584691
9982,2.285811,Twentieth Century Fox,7.4,1990,33377970.8062916,88451622.6366727,55073651.83038111
9993,1.034127,Twentieth Century Fox,5.7,1990,58411448.9110103,95328015.3325046,36916566.4214943
9996,0.972222,Twentieth Century Fox,7.4,1990,23364579.5644041,8478687.16430105,-14885892.40010305
10094,0.142486,Twentieth Century Fox,7.0,1990,30040173.7256624,795538358.29783,765498184.5721676
10117,0.386204,Twentieth Century Fox,6.2,1961,0.0,0.0,0.0
10119,0.296403,Twentieth Century Fox,6.6,1961,0.0,0.0,0.0
10120,0.291101,Twentieth Century Fox,7.3,1961,14589722.4159413,0.0,-14589722.4159413
10145,0.875173,Twentieth Century Fox,4.9,1960,0.0,0.0,0.0
10157,0.266435,Twentieth Century Fox,5.9,1960,0.0,0.0,0.0
10162,0.194948,Twentieth Century Fox,4.9,1960,0.0,0.0,0.0
10164,0.144105999999999,Twentieth Century Fox,6.0,1960,0.0,0.0,0.0
10176,0.999413,Twentieth Century Fox,6.9,1976,10728754.4797339,233438462.354907,222709707.8751731
10189,0.377579,Twentieth Century Fox,7.0,1976,0.0,195719548.82522,195719548.82522
10225,1.73212599999999,Twentieth Century Fox,6.9,1993,37736749.0424677,666108255.864819,628371506.8223513
10245,0.873616,Twentieth Century Fox,6.1,1993,37736749.0424677,201895871.629844,164159122.5873763
10270,0.653566,Twentieth Century Fox,5.9,1993,0.0,0.0,0.0
10279,0.611772,Twentieth Century Fox,6.2,1993,25660989.348878,67105718.1439195,41444728.7950415
10286,0.559697,Twentieth Century Fox,5.8,1993,0.0,0.0,0.0
10329,0.339873,Twentieth Century Fox,5.8,1993,0.0,80876297.1252748,80876297.1252748
10418,0.241283,Twentieth Century Fox,5.1,1967,117661747.316168,58830873.6580841,-58830873.65808389
10419,0.239833,Twentieth Century Fox,6.5,1967,0.0,0.0,0.0
10422,0.161576,Twentieth Century Fox,6.7,1967,0.0,0.0,0.0
10429,0.225687,Twentieth Century Fox,5.7,1967,0.0,0.0,0.0
10443,0.804532999999999,Twentieth Century Fox,6.3,1963,221544381.146049,411190358.707516,189645977.56146702
10472,2.485419,Twentieth Century Fox,7.6,1986,36804018.6009499,260732097.580384,223928078.97943407
10489,0.960984,Twentieth Century Fox,6.7,1986,49735160.2715539,21883470.5194837,-27851689.752070196
10599,0.876503,Twentieth Century Fox,5.3,1973,8348971.28395882,43437217.4548504,35088246.170891576
10640,0.139385999999999,Twentieth Century Fox,6.6,1973,0.0,0.0,0.0
10649,0.797231,Twentieth Century Fox,5.9,1970,16849105.0317044,106709414.718254,89860309.6865496
10650,0.717333,Twentieth Century Fox,6.8,1970,19657289.2036551,458295656.862359,438638367.65870386
10653,0.467344,Twentieth Century Fox,6.9,1970,67396420.1268176,504349877.282351,436953457.15553343
10656,0.381352,Twentieth Century Fox,6.6,1970,143133147.244328,165954086.188788,22820938.944460005
10657,0.374514,Twentieth Century Fox,6.2,1970,0.0,0.0,0.0
10697,0.332191,Twentieth Century Fox,6.3,1965,0.0,0.0,0.0
10718,0.169392,Twentieth Century Fox,6.4,1965,0.0,0.0,0.0
10725,1.357317,Twentieth Century Fox,7.0,1969,35665585.2068663,608151066.341555,572485481.1346887
10763,0.745447,Twentieth Century Fox,6.8,1978,0.0,0.0,0.0
10789,0.0766,Twentieth Century Fox,6.7,1978,0.0,0.0,0.0
10791,0.236193,Twentieth Century Fox,6.1,1978,22730364.7254155,88642923.6864774,65912558.961061895
10801,0.16377,Twentieth Century Fox,5.6,1978,0.0,0.0,0.0
10827,0.410366,Twentieth Century Fox,5.9,1966,9256080.64304836,0.0,-9256080.64304836
10835,0.299911,Twentieth Century Fox,7.0,1966,80616176.3075775,134360293.845962,53744117.53838448
10837,0.291704,Twentieth Century Fox,5.5,1966,0.0,0.0,0.0
10848,0.207257,Twentieth Century Fox,6.7,1966,34362645.1511049,80616176.3075775,46253531.15647261
820,0.722877,MediaPro Pictures,5.7,2014,7829273.9315574,709890.399375868,-7119383.532181532
5614,0.643654,MediaPro Pictures,6.5,2013,0.0,10904.7885594259,10904.7885594259
6224,1.330824,New Regency Productions,6.5,2005,122821961.861994,533948961.668717,411126999.806723
7606,0.402329,New Regency Productions,6.2,2007,0.0,0.0,0.0
5760,0.326279,When Angels Sing,5.4,2013,0.0,0.0,0.0
5904,0.175029,Allegro-Film,5.4,2013,0.0,0.0,0.0
3173,0.283538,Movie%26Art,7.3,2008,4760097.17890308,0.0,-4760097.17890308
2686,0.844235,Phase 1 Productions,5.8,2001,73889287.0016306,129526148.002458,55636861.0008274
7554,0.499397,John Calley Productions,6.2,2007,0.0,0.0,0.0
6097,0.876636,Hemdale Film,7.1,1985,8108664.20906569,28860763.086117,20752098.87705131
6159,0.233892,Hemdale Film,6.3,1985,0.0,0.0,0.0
7882,4.831966,Hemdale Film,7.1,1984,13433869.0508425,164504443.462092,151070574.41124952
8004,0.598749,Hemdale Film,5.9,1983,0.0,9414041.59036002,9414041.59036002
8956,0.096512,Hemdale Film,5.3,1982,72308556.8816392,0.0,-72308556.8816392
9222,0.481276,Hemdale Film,6.9,1989,5276954.81712976,2014748.3851199,-3262206.43200986
9571,0.149591,Hemdale Film,5.5,1988,3687782.04618061,1337062.54146449,-2350719.50471612
9612,0.97023,Hemdale Film,7.1,1987,44138850.075487,84409275.3763364,40270425.30084939
9691,0.188258,Hemdale Film,5.7,1987,36462528.3232284,0.0,-36462528.3232284
9699,0.17911,Hemdale Film,6.2,1987,0.0,8210113.97610629,8210113.97610629
9824,0.347121,Hemdale Film,6.1,1975,20259105.860311,138781054.170417,118521948.31010601
10037,0.127474,Hemdale Film,6.5,1990,0.0,1720530.92335483,1720530.92335483
10474,1.522478,Hemdale Film,7.3,1986,11936438.4651729,275593594.111357,263657155.6461841
10522,0.459005,Hemdale Film,6.3,1986,8952328.84887971,0.0,-8952328.84887971
1257,0.0759649999999999,Shaderville,4.1,2014,0.0,0.0,0.0
3441,1.212003,Sakonnet Capital Partners,4.9,2011,6785786.2981403,0.0,-6785786.2981403
946,0.399827,Codeblack Entertainment,5.3,2014,0.0,0.0,0.0
3898,0.06667,Codeblack Entertainment,7.6,2011,0.0,0.0,0.0
5742,0.340767,Codeblack Entertainment,7.1,2013,0.0,30169203.9410748,30169203.9410748
521,0.138068,Parkville Pictures,5.8,2015,0.0,0.0,0.0
679,2.692691,We're Not Brothers Productions,6.1,2014,6447637.35540021,2174033.70640591,-4273603.6489943005
7668,0.346282,Red Lion Sarl,4.5,2007,39963406.1399987,5690314.73180505,-34273091.40819365
1011,0.309771,Newscope Films,4.7,2014,0.0,0.0,0.0
10447,0.628166,Argyle Enterprises,6.7,1963,0.0,0.0,0.0
10690,1.313676,Argyle Enterprises,7.2,1965,56748622.2887826,1129534861.99357,1072786239.7047875
5626,0.592819,More Films,6.4,2013,936033.352740424,2774311.12625405,1838277.773513626
6591,1.363623,C.O.R.E. Feature Animation,5.2,2006,86533532.6633258,40437169.5703534,-46096363.0929724
10572,0.203663,Frostbacks,5.1,1986,23872876.9303459,31722147.5642205,7849270.633874599
2955,0.943042,Type A Films,5.3,2008,81022930.7047334,165827299.82576,84804369.1210266
4995,1.118671,Type A Films,5.2,2003,53340869.0152137,148068138.337291,94727269.3220773
6606,1.117768,Type A Films,6.4,2006,16225037.3743735,0.0,-16225037.3743735
3051,0.511786,Mpower Pictures,8.0,2008,0.0,0.0,0.0
3446,1.128994,Mpower Pictures,6.4,2011,29081941.2777441,2450545.18945915,-26631396.08828495
6923,0.155835,Mpower Pictures,6.8,2006,0.0,0.0,0.0
3100,0.400485,Lunar Films,5.7,2008,0.0,0.0,0.0
3191,0.267577,Lunar Films,6.5,2008,0.0,0.0,0.0
6386,0.367248,Lunar Films,6.7,2005,14515322.7655084,26493033.2591823,11977710.4936739
18,5.556818,Allison Shearmur Productions,6.8,2015,87399961.5440169,498963025.216268,411563063.6722511
961,0.378725,Barry Mendel Productions,6.7,2014,0.0,0.0,0.0
2415,2.578731,Barry Mendel Productions,7.5,1999,52362113.8637728,880738991.74917,828376877.8853972
6238,1.110148,Barry Mendel Productions,7.3,2005,43545968.2965252,43400216.5909469,-145751.70557830483
8709,0.768576,Barry Mendel Productions,6.7,2000,94971908.5757354,314190020.047936,219218111.47220063
1668,0.360935,Spitfire Pictures,5.6,2009,0.0,0.0,0.0
5589,0.733975,Spitfire Pictures,5.7,2013,32761167.3459148,40184344.2805554,7423176.934640598
5724,0.364669,Spitfire Pictures,7.6,2013,0.0,0.0,0.0
5852,0.222776,Leiknar Myndir,6.5,2013,9.36033352740424,10.2963668801446,0.9360333527403597
3584,0.509793,FilmHaven Entertainment,6.6,2011,0.0,3430162.62621562,3430162.62621562
4830,0.139554999999999,FilmHaven Entertainment,5.8,2012,0.0,0.0,0.0
5464,1.875017,Unique Features,6.2,2013,56162001.1644254,84772254.660978,28610253.4965526
5348,0.37438,Polar Productions,6.5,1997,27169206.4214419,18749136.5286584,-8420069.8927835
5714,0.380585,Mollywood,5.4,2013,0.0,0.0,0.0
1386,9.432768,Ingenious Film Partners,7.1,2009,240886902.887613,2827123750.41189,2586236847.524277
1496,0.767264,Ingenious Film Partners,4.9,2009,18295207.8142491,0.0,-18295207.8142491
1644,0.391859,Ingenious Film Partners,6.2,2009,152460065.118743,346726502.499023,194266437.38028002
1696,0.32232,Ingenious Film Partners,3.1,2009,101640043.412495,0.0,-101640043.412495
