,popularity,genres,vote_average,release_year,budget_adj,revenue_adj,net_profit
3531,0.699052,Music,6.4,2011,43622911.9166162,160129276.014765,116506364.0981488
3611,0.451669,Music,5.0,2011,0.0,0.0,0.0
3670,0.3554,Music,7.4,2011,0.0,0.0,0.0
3708,0.295301,Music,7.6,2011,0.0,0.0,0.0
3737,0.107454,Music,7.7,2011,0.0,0.0,0.0
3766,0.226575,Music,5.3,2011,12602174.5536891,95429437.5164797,82827262.96279061
3794,0.183134,Music,5.2,2011,0.0,0.0,0.0
3832,0.135239,Music,6.3,2011,8724582.38332325,18092106.3856187,9367524.002295451
3835,0.256142,Music,8.0,2011,0.0,0.0,0.0
3840,0.129723,Music,5.7,2011,0.0,217105.416220743,217105.416220743
3866,0.132211,Music,7.2,2011,0.0,0.0,0.0
3904,0.210188,Music,6.6,2011,0.0,0.0,0.0
3906,0.010997,Music,7.9,2011,0.0,0.0,0.0
4006,0.608347,Music,6.5,2002,54551762.7129246,371893588.664677,317341825.9517524
4094,0.278771,Music,6.3,2002,24245227.8724109,69812297.0825959,45567069.210185
4127,0.193929,Music,6.0,2002,3636784.18086164,16132.7746263022,-3620651.4062353377
4138,0.035895,Music,7.5,2002,0.0,0.0,0.0
4217,0.764286,Music,5.7,1994,0.0,0.0,0.0
4302,0.404295,Music,6.7,1994,0.0,0.0,0.0
4339,0.136681,Music,6.2,1994,0.0,0.0,0.0
4380,2.623143,Music,7.2,2012,16145652.7829881,109553407.445045,93407754.6620569
4409,1.608797,Music,7.0,2012,57934401.162487,419606302.503051,361671901.340564
4417,1.496861,Music,6.6,2012,31341561.2846241,133411287.710783,102069726.4261589
4438,1.161624,Music,5.9,2012,71230821.1014184,56432487.9026322,-14798333.198786207
4675,0.316117,Music,6.7,2012,23.7436070338061,28.4923284405673,4.748721406761199
4692,0.29082,Music,6.5,2012,0.0,1611995.27027347,1611995.27027347
4776,0.308684,Music,5.9,2012,13296419.9389314,23399295.2897432,10102875.3508118
4792,0.173477,Music,7.9,2012,0.0,0.0,0.0
4803,0.162227,Music,8.3,2012,0.0,0.0,0.0
4805,0.161878,Music,7.4,2012,0.0,0.0,0.0
4832,0.13803,Music,6.4,2012,0.0,0.0,0.0
4849,0.118043,Music,7.5,2012,0.0,0.0,0.0
4852,0.115589,Music,5.7,2012,0.0,0.0,0.0
4855,0.113808,Music,6.8,2012,0.0,0.0,0.0
4860,0.110132,Music,6.3,2012,0.0,0.0,0.0
4873,0.090143,Music,7.4,2012,0.0,0.0,0.0
4888,0.332598,Music,7.7,2012,0.0,0.0,0.0
4892,0.069504,Music,6.6,2012,0.0,0.0,0.0
4903,0.050524,Music,6.5,2012,11396931.3762269,31082239.3070665,19685307.9308396
4919,0.001635,Music,7.2,2012,0.0,0.0,0.0
4927,0.006708,Music,6.3,2012,0.0,0.0,0.0
4943,0.003479,Music,7.3,2012,0.0,0.0,0.0
4973,1.635524,Music,6.0,2003,21336347.6060855,74258506.2091142,52922158.60302869
4975,1.622704,Music,6.6,2003,41487342.5673884,155616590.811999,114129248.2446106
5057,0.494247,Music,5.5,2003,0.0,0.0,0.0
5101,0.360105,Music,6.5,2003,7112115.86869516,22225653.686423,15113537.81772784
5102,0.359943,Music,4.6,2003,0.0,0.0,0.0
5109,0.346215,Music,5.3,2003,17780289.6717379,35843377.2214101,18063087.549672205
5192,0.147375,Music,4.9,2003,0.0,1929936.65001325,1929936.65001325
5205,0.20175,Music,7.2,2003,0.0,0.0,0.0
5209,0.23825,Music,8.0,2003,0.0,9255854.57524784,9255854.57524784
5216,0.073665,Music,6.9,2003,0.0,0.0,0.0
5223,0.039864,Music,6.1,2003,0.0,0.0,0.0
5284,0.74348,Music,5.8,1997,0.0,0.0,0.0
5325,0.464907,Music,5.2,1997,33961508.0268024,135846032.107209,101884524.0804066
5332,0.425112,Music,7.1,1997,43470730.274307,4845134.84416762,-38625595.43013938
5403,0.156333,Music,5.2,1997,0.0,0.0,0.0
5453,2.070019,Music,7.1,2013,10296366.8801446,30828557.0671454,20532190.1870008
5490,1.366699,Music,7.2,2013,7488266.82192339,59405226.623035,51916959.80111161
5643,0.544291,Music,6.1,2013,0.0,10203169.7833457,10203169.7833457
5656,0.506169,Music,5.9,2013,18720667.0548084,15490862.4424105,-3229804.6123979
5667,0.470131,Music,7.4,2013,0.0,0.0,0.0
5679,0.442256,Music,6.2,2013,16380583.6729574,6569258.97983596,-9811324.69312144
5694,0.507866,Music,7.3,2013,936033.352740424,0.0,-936033.352740424
5727,0.359864,Music,6.6,2013,16848600.3493276,7462963.03229876,-9385637.317028843
5732,0.354271,Music,6.1,2013,65522334.6918297,17468279.7017423,-48054054.9900874
5747,0.402249,Music,6.2,2013,0.0,37815.7474507131,37815.7474507131
5774,0.311505,Music,6.8,2013,0.0,169038.263171393,169038.263171393
5777,0.305835,Music,7.1,2013,0.0,117.004169092553,117.004169092553
5785,0.296763,Music,5.9,2013,14.0405002911063,114.196069034331,100.1555687432247
5808,0.277349,Music,7.5,2013,0.0,0.0,0.0
5839,0.70068,Music,6.0,2013,0.0,0.0,0.0
5861,0.280992,Music,7.1,2013,0.0,0.0,0.0
5914,0.168549,Music,8.0,2013,9360333.52740424,0.0,-9360333.52740424
5923,0.107333,Music,8.4,2013,0.0,0.0,0.0
5942,0.144297,Music,7.0,2013,0.0,0.0,0.0
5959,0.134363,Music,6.9,2013,0.0,0.0,0.0
5964,0.133006,Music,6.6,2013,0.0,0.0,0.0
5970,0.139882,Music,7.1,2013,0.0,0.0,0.0
5985,0.105401,Music,7.5,2013,0.0,0.0,0.0
6011,0.075197,Music,5.3,2013,0.0,90.7952352158212,90.7952352158212
6016,0.194285,Music,7.5,2013,0.0,0.0,0.0
6025,0.31727,Music,6.1,2013,0.0,0.0,0.0
6036,0.041807,Music,6.9,2013,0.0,0.0,0.0
6050,0.023757,Music,6.5,2013,0.0,0.0,0.0
6052,0.02115,Music,6.2,2013,0.0,0.0,0.0
6076,0.006115,Music,7.4,2013,0.0,128667.144667698,128667.144667698
6135,0.386036,Music,6.6,1985,0.0,28791634.6965687,28791634.6965687
6174,0.160125,Music,5.8,1985,0.0,0.0,0.0
6231,1.265401,Music,7.0,2005,44662531.5861797,130855702.841419,86193171.2552393
6297,0.681157,Music,7.0,2005,31263772.1103258,208170812.521989,176907040.41166317
6359,0.437792,Music,4.5,2005,0.0,0.0,0.0
6363,0.425202,Music,5.8,2005,0.0,3288549.09634858,3288549.09634858
6375,0.390848,Music,5.9,2005,50245348.0344522,42494539.7263727,-7750808.3080795035
6400,0.330618,Music,6.5,2005,44662531.5861797,35362251.6525974,-9300279.933582306
6461,0.202012,Music,5.3,2005,0.0,0.0,0.0
6477,0.180425,Music,7.0,2005,2233126.57930898,0.0,-2233126.57930898
6500,0.151442,Music,7.0,2005,3349689.86896348,13084552.9833287,9734863.11436522
6511,0.130215,Music,6.6,2005,0.0,0.0,0.0
6525,0.35989,Music,6.0,2005,12282196.1861994,0.0,-12282196.1861994
6528,0.128733,Music,7.6,2005,0.0,0.0,0.0
6547,0.028809,Music,8.0,2005,0.0,0.0,0.0
6559,3.206696,Music,6.7,2006,12980029.8994988,123521044.035724,110541014.1362252
6587,1.411147,Music,5.8,2006,108166915.829157,415723973.606839,307557057.777682
6597,1.223392,Music,6.0,2006,4543010.4648246,0.0,-4543010.4648246
6708,0.530814,Music,6.4,2006,32450074.7487471,37579421.2875302,5129346.5387830995
6764,0.877190999999999,Music,6.2,2006,23796721.4824146,14500418.6600477,-9296302.822366899
6777,0.34202,Music,6.5,2006,0.0,0.0,0.0
6792,0.30746,Music,6.4,2006,0.0,0.0,0.0
6870,0.194447,Music,6.7,2006,2487839.06407061,0.0,-2487839.06407061
6876,0.178655,Music,6.2,2006,0.0,0.0,0.0
6911,0.21201,Music,8.7,2006,0.0,0.0,0.0
6919,0.092151,Music,5.1,2006,0.0,0.0,0.0
6951,0.03626,Music,5.5,2006,0.0,0.0,0.0
7020,1.1173,Music,5.2,2004,1154445.39981214,383648.758601772,-770796.641210368
7046,0.837905999999999,Music,5.8,2004,126988993.979336,120006285.955201,-6982708.024134994
7059,0.73712,Music,6.5,2004,36942252.7939887,58769839.1441957,21827586.350207
7070,0.678708,Music,5.1,2004,17316680.9971822,33861116.5241773,16544435.526995096
7078,0.626685,Music,6.8,2004,8081117.79868504,0.0,-8081117.79868504
7115,0.43894,Music,6.2,2004,26552244.1956794,0.0,-26552244.1956794
7118,0.429419,Music,6.8,2004,2308890.79962429,139249.204125341,-2169641.595498949
7129,0.405459,Music,5.9,2004,17316680.9971822,17163733.1439427,-152947.85323950276
7141,0.347738,Music,6.6,2004,0.0,0.0,0.0
7200,0.20982,Music,5.1,2004,0.0,0.0,0.0
7231,0.139783,Music,6.1,2004,23088907.9962429,0.0,-23088907.9962429
7264,0.006346,Music,6.8,2004,0.0,146691.91361793,146691.91361793
7265,0.003461,Music,6.7,2004,0.0,0.0,0.0
7272,0.669045,Music,6.9,1972,31287365.5881737,0.0,-31287365.5881737
7293,0.265169,Music,7.4,1972,0.0,0.0,0.0
7312,1.607219,Music,7.3,1980,71442992.3288748,304902523.975077,233459531.64620218
7338,0.202265,Music,5.4,1980,52920735.0584258,0.0,-52920735.0584258
7369,0.113611,Music,7.1,1980,0.0,0.0,0.0
7370,0.130304,Music,5.3,1980,52920735.0584258,59460666.2667623,6539931.208336502
7412,1.846602,Music,6.8,2007,52583429.1315773,159853624.559995,107270195.4284177
7414,1.748315,Music,5.6,2007,63100114.9578927,380037934.737444,316937819.77955127
7437,1.254438,Music,7.3,2007,168266.973221047,21780595.8522822,21612328.87906115
7457,1.019152,Music,6.4,2007,52583429.1315773,95123431.712372,42540002.58079471
7459,0.996329,Music,6.0,2007,0.0,7361680.07842082,7361680.07842082
7513,0.606428,Music,6.1,2007,42066743.3052618,153434683.335753,111367940.0304912
7539,0.542293999999999,Music,7.1,2007,0.0,0.0,0.0
7541,0.532062,Music,6.8,2007,0.0,0.0,0.0
7595,0.419377,Music,6.5,2007,36808400.3921041,19263572.230018,-17544828.162086096
7617,0.373385,Music,6.5,2007,21033371.6526309,4207853.25100731,-16825518.401623588
7626,0.356032,Music,6.1,2007,0.0,9711644.04299683,9711644.04299683
7637,0.32337,Music,5.5,2007,15775028.7394731,21433.0057140309,-15753595.73375907
7659,0.279864,Music,7.2,2007,0.0,0.0,0.0
7667,0.266045,Music,6.1,2007,13671691.5742101,79412675.6983263,65740984.124116205
7759,0.14097,Music,6.9,2007,0.0,0.0,0.0
7837,0.683837,Music,7.0,1979,33050094.0275175,0.0,-33050094.0275175
7840,0.550722,Music,6.8,1979,0.0,113643277.115123,113643277.115123
7855,0.26707,Music,7.3,1979,0.0,0.0,0.0
7878,0.386843,Music,6.2,1979,901366.200750477,0.0,-901366.200750477
7889,1.682283,Music,7.5,1984,37782756.7054947,109093572.775256,71310816.06976129
7900,0.791148,Music,6.0,1984,17212144.721392,167997673.421803,150785528.700411
7908,0.627167,Music,7.5,1984,0.0,9941487.10411542,9941487.10411542
7927,0.491888,Music,6.1,1984,121744438.27326,54425475.4015362,-67318962.8717238
7936,0.367406,Music,6.9,1984,15113102.6821978,143559733.908638,128446631.2264402
7947,0.297597,Music,6.7,1984,30436109.5683152,16979759.7772328,-13456349.7910824
7948,0.283191,Music,8.4,1984,2518850.44703298,10450966.5878686,7932116.140835619
7953,0.263651,Music,5.5,1984,0.0,0.0,0.0
7956,0.187368,Music,5.6,1984,0.0,0.0,0.0
7958,0.238873,Music,5.9,1984,0.0,0.0,0.0
7982,0.118258,Music,6.5,1984,0.0,0.0,0.0
8015,0.478476,Music,6.2,1983,26271743.9730977,66555084.7318475,40283340.7587498
8023,0.343668,Music,6.1,1983,8757247.99103257,203433504.57402,194676256.58298743
8033,0.307082,Music,4.8,1983,48164863.9506791,142070300.99756,93905437.0468809
8043,0.206849,Music,8.1,1983,2408243.19753395,0.0,-2408243.19753395
8055,0.147092,Music,6.9,1983,0.0,10257139.0727606,10257139.0727606
8262,0.834109,Music,6.2,1992,48174751.8922576,359920020.587713,311745268.69545543
8271,0.740663,Music,6.1,1992,38850606.3647239,638714442.759536,599863836.3948121
8326,0.358923,Music,6.4,1992,0.0,28707256.9513836,28707256.9513836
8349,0.19357,Music,6.2,1992,23310363.8188343,0.0,-23310363.8188343
8351,0.202017,Music,5.6,1992,0.0,10477492.6005135,10477492.6005135
8372,0.074004,Music,7.3,1992,0.0,0.0,0.0
8411,0.302908,Music,8.5,1981,0.0,0.0,0.0
8446,0.087937,Music,6.4,1981,0.0,14389144.8291408,14389144.8291408
8447,0.071421,Music,7.2,1981,239819.080485681,0.0,-239819.080485681
8524,0.576743999999999,Music,5.9,1996,76461920.6428139,196086149.228923,119624228.58610909
8549,0.477835,Music,6.2,1996,0.0,47722513.5730335,47722513.5730335
8639,0.19445,Music,7.4,1996,0.0,0.0,0.0
8652,0.111375,Music,4.8,1996,18072817.6064833,6421430.58029175,-11651387.02619155
8679,1.211626,Music,7.1,2000,6331460.57171569,139292132.577745,132960672.00602931
8695,0.97741,Music,7.4,2000,16208539.0635921,50692052.7000386,34483513.6364465
8712,0.736561999999999,Music,7.3,2000,75977526.8605883,60001591.7291877,-15975935.1314006
8715,0.697768,Music,7.0,2000,37988763.4302941,59675655.7367084,21686892.306414306
8801,0.253319,Music,7.0,2000,22793258.0581765,21781395.6869077,-1011862.3712687977
8812,0.210654,Music,5.3,2000,0.0,0.0,0.0
8838,0.157574,Music,5.5,2000,0.0,0.0,0.0
8842,0.151713,Music,7.0,2000,0.0,0.0,0.0
8855,0.130377,Music,7.5,2000,0.0,0.0,0.0
8861,0.122405,Music,7.5,2000,0.0,0.0,0.0
8902,0.851635,Music,7.4,1982,0.0,0.0,0.0
8918,0.475775,Music,5.3,1982,29827279.7136761,34282110.4788882,4454830.7652121
8920,0.421748,Music,6.2,1982,112982120.127561,128932942.626097,15950822.49853599
8921,0.420407,Music,7.1,1982,0.0,3895334.26777078,3895334.26777078
8927,0.360746,Music,5.2,1982,0.0,0.0,0.0
8935,0.250551,Music,6.5,1982,0.0,63756834.0059912,63756834.0059912
8978,1.855981,Music,6.7,1998,93638682.8354809,292437871.068362,198799188.2328811
9040,0.616116,Music,5.5,1998,17390041.0980178,22415981.0197065,5025939.921688698
9050,0.553869,Music,7.0,1998,10701563.7526263,0.0,-10701563.7526263
9057,0.497373,Music,5.6,1998,37455473.1341923,18796472.7110793,-18659000.423113003
9066,0.462677,Music,6.7,1998,0.0,1409647.43296908,1409647.43296908
9067,0.460139,Music,7.2,1998,0.0,400238.484348227,400238.484348227
9068,0.458427,Music,5.9,1998,0.0,0.0,0.0
9089,0.375143,Music,6.6,1998,24078518.4434093,12701964.2586498,-11376554.184759501
9109,0.289515,Music,5.7,1998,0.0,20.0654320361744,20.0654320361744
9154,0.157447,Music,7.6,1998,0.0,0.0,0.0
9162,0.073521,Music,6.6,1998,0.0,0.0,0.0
9169,0.109197,Music,6.7,1998,10701563.7526263,0.0,-10701563.7526263
9245,0.352631,Music,6.5,1989,22866804.2075623,0.0,-22866804.2075623
9268,0.257575,Music,6.2,1989,1319238.70428244,0.0,-1319238.70428244
9290,0.260602,Music,8.4,1989,0.0,0.0,0.0
9316,3.852269,Music,7.3,1991,40027321.0482546,604173269.306698,564145948.2584434
9331,0.816448,Music,6.5,1991,60841527.9933471,55104641.0237771,-5736886.969570003
9361,0.44464,Music,5.3,1991,28819671.1547433,18664555.6791243,-10155115.475619
9374,0.363923,Music,3.9,1991,9606557.05158112,1910203.02817891,-7696354.02340221
9401,0.262559,Music,6.8,1991,0.0,46.4316924159754,46.4316924159754
9412,0.228463,Music,7.2,1991,0.0,0.0,0.0
9424,0.194181,Music,6.0,1991,0.0,0.0,0.0
9520,0.3065,Music,6.2,1988,0.0,0.0,0.0
9521,0.330626,Music,6.5,1988,0.0,0.0,0.0
9523,0.321068,Music,6.1,1988,40565602.5079868,0.0,-40565602.5079868
9533,0.28161,Music,6.5,1988,0.0,0.0,0.0
9544,0.407649,Music,5.5,1988,18438910.230903,7221235.94540164,-11217674.28550136
9564,0.168545,Music,7.2,1988,4609727.55772577,1086501.72200982,-3523225.8357159505
9581,0.120104,Music,6.8,1988,0.0,0.0,0.0
9584,0.078232,Music,7.1,1988,0.0,0.0,0.0
9596,1.945847,Music,6.9,1987,11514482.6283879,410595461.873724,399080979.24533606
9659,0.322457,Music,6.9,1987,12474022.8474202,104043744.287137,91569721.4397168
9700,0.17844,Music,7.0,1987,0.0,0.0,0.0
9706,0.135106,Music,6.0,1987,0.0,14019283.6878738,14019283.6878738
9728,0.698337,Music,7.0,1968,0.0,0.0,0.0
9729,0.633128999999999,Music,6.2,1968,62689636.1493517,105318588.730911,42628952.5815593
9742,0.214989,Music,6.6,1968,0.0,0.0,0.0
9778,0.316938,Music,7.5,1974,0.0,0.0,0.0
9808,1.40994699999999,Music,7.1,1975,4862185.40647464,457419488.2874,452557302.88092536
9824,0.347121,Music,6.1,1975,20259105.860311,138781054.170417,118521948.31010601
9826,0.303521,Music,6.2,1975,8914006.57853685,0.0,-8914006.57853685
9862,0.323933,Music,5.4,1962,0.0,57667591.0300945,57667591.0300945
9883,1.987819,Music,7.2,1964,42181604.4616889,719004619.588715,676823015.1270261
9884,0.812194,Music,6.9,1964,3515133.70514074,7034127.02708972,3518993.3219489795
9887,0.633882,Music,7.1,1964,119514545.974785,506179253.540266,386664707.56548095
9898,0.266926,Music,5.7,1964,0.0,0.0,0.0
9917,0.068176,Music,5.2,1964,0.0,0.0,0.0
9950,0.291077,Music,6.6,1971,48466754.2299359,56029345.0041277,7562590.774191804
10021,0.480169,Music,6.4,1990,18357883.9434603,13795687.7664396,-4562196.177020701
10024,0.45719,Music,6.8,1990,0.0,19262023.0788641,19262023.0788641
10112,0.900245,Music,6.6,1961,43769167.2478239,318470457.27108,274701290.0232561
10135,0.229252,Music,5.8,1961,0.0,0.0,0.0
10149,0.423531,Music,6.6,1960,0.0,0.0,0.0
10205,0.196999,Music,6.0,1976,0.0,0.0,0.0
10208,0.155768,Music,5.7,1976,22990188.1708584,616903382.584702,593913194.4138436
10213,0.12614,Music,7.0,1976,0.0,0.0,0.0
10248,0.830934,Music,5.8,1993,57359858.5445509,86521352.5092372,29161493.964686297
10285,0.563653,Music,7.5,1993,0.0,0.0,0.0
10324,0.175158999999999,Music,7.3,1993,0.0,0.0,0.0
10345,0.285641,Music,7.1,1993,0.0,8501464.63870383,8501464.63870383
10371,0.181726,Music,5.8,1993,21132579.4637819,0.0,-21132579.4637819
10394,0.03797,Music,6.5,1993,0.0,27100688.5900071,27100688.5900071
10418,0.241283,Music,5.1,1967,117661747.316168,58830873.6580841,-58830873.65808389
10420,0.213291,Music,6.2,1967,32683818.6989356,326838186.989356,294154368.29042035
10426,0.114034,Music,5.8,1967,0.0,0.0,0.0
10430,0.095101,Music,6.9,1967,0.0,0.0,0.0
10432,0.093993,Music,5.5,1967,0.0,0.0,0.0
10505,0.557155,Music,6.4,1986,49735160.2715539,77086305.4236192,27351145.1520653
10516,0.506902,Music,6.6,1986,7957625.64344863,5623102.97664934,-2334522.66679929
10517,0.502047,Music,6.7,1986,0.0,11417107.9004302,11417107.9004302
10540,0.345381,Music,5.0,1986,0.0,13522429.0652276,13522429.0652276
10573,0.201891,Music,5.3,1986,0.0,15981691.4928008,15981691.4928008
10586,0.087852,Music,5.0,1986,0.0,0.0,0.0
10610,0.549206,Music,6.9,1973,0.0,64827306.4401508,64827306.4401508
10671,0.244412,Music,6.2,1970,0.0,0.0,0.0
10674,0.203225,Music,6.2,1970,0.0,0.0,0.0
10678,0.291051,Music,7.6,1970,0.0,0.0,0.0
10680,0.146682999999999,Music,6.3,1970,0.0,0.0,0.0
10690,1.313676,Music,7.2,1965,56748622.2887826,1129534861.99357,1072786239.7047875
10698,0.624024,Music,6.7,1965,10380845.5406309,0.0,-10380845.5406309
10734,0.411816,Music,5.1,1969,0.0,0.0,0.0
10735,0.396686,Music,5.8,1969,0.0,0.0,0.0
10755,1.697618,Music,7.0,1978,20056204.1694842,607749015.323942,587692811.1544577
10788,0.277769,Music,6.1,1978,80224816.6779371,70360684.0903826,-9864132.5875545
10817,0.064029,Music,8.0,1978,0.0,1076189.17412896,1076189.17412896
5,9.1107,Western,7.2,2015,124199945.352024,490314247.021731,366114301.669707
15,5.8984,Western,7.4,2015,40479982.1888078,143299244.588332,102819262.3995242
125,1.329702,Western,6.6,2015,0.0,210766.387262789,210766.387262789
145,1.073349,Western,6.3,2015,1655999.27136032,0.0,-1655999.27136032
165,0.913085,Western,4.8,2015,55199975.7120106,0.0,-55199975.7120106
194,0.747541,Western,5.6,2015,10119995.5472019,0.0,-10119995.5472019
746,1.211609,Western,5.9,2014,0.0,0.0,0.0
784,0.900955,Western,6.1,2014,0.0,0.0,0.0
794,0.870104,Western,6.2,2014,14737456.8123433,2238241.12137308,-12499215.69097022
964,0.510296,Western,5.4,2014,0.0,0.0,0.0
1045,0.38421,Western,4.8,2014,0.0,0.0,0.0
1276,0.166508,Western,7.0,2014,0.0,0.0,0.0
1362,0.241629,Western,5.6,1977,0.0,0.0,0.0
1939,2.100704,Western,7.0,2010,38000000.0,252276927.0,214276927.0
1999,1.023117,Western,4.4,2010,47000000.0,10539000.0,-36461000.0
2101,0.545277,Western,6.1,2010,0.0,0.0,0.0
2238,0.257311,Western,6.0,2010,0.0,0.0,0.0
2244,0.25054,Western,6.4,2010,425000000.0,11087569.0,-413912431.0
2317,0.170821,Western,6.3,2010,0.0,876302.0,876302.0
2510,0.354484,Western,4.4,1999,6545264.23297161,0.0,-6545264.23297161
2530,0.324805,Western,6.0,1999,0.0,0.0,0.0
2584,0.198126,Western,6.6,1999,49744008.1705842,831374.226660667,-48912633.94392353
2777,0.328665,Western,5.8,2001,43102084.0842845,16845418.8087889,-26256665.2754956
2789,0.283553,Western,5.6,2001,0.0,0.0,0.0
3007,0.646243999999999,Western,6.2,2008,20255732.6761833,20469829.6938508,214097.01766750216
3326,0.085583,Western,5.5,2008,7089506.43666417,0.0,-7089506.43666417
3412,1.640256,Western,5.4,2011,158011880.94241,169472419.65629,11460538.713880002
3416,1.499109,Western,6.5,2011,130868735.749848,238204949.164766,107336213.41491802
3650,0.388036,Western,6.7,2011,0.0,604446.822700975,604446.822700975
3959,1.04058799999999,Western,7.1,2002,96980911.4896437,148579046.595206,51598135.1055623
4188,1.455878,Western,6.3,1994,0.0,0.0,0.0
4195,1.253496,Western,7.1,1994,44133346.8479448,236317718.023514,192184371.1755692
4222,0.684636,Western,6.3,1994,92680028.3806842,36854286.8411571,-55825741.539527096
4282,0.363695,Western,5.2,1994,0.0,0.0,0.0
4299,0.302754,Western,5.0,1994,0.0,0.0,0.0
4301,0.290909,Western,6.1,1994,0.0,0.0,0.0
4304,0.278598,Western,4.7,1994,0.0,22420380.1322852,22420380.1322852
4359,0.150322,Western,4.5,1994,0.0,0.0,0.0
4364,5.944518,Western,7.7,2012,94974428.1352245,403991051.509381,309016623.3741565
4718,0.255948,Western,4.2,2012,16145652.7829881,0.0,-16145652.7829881
4764,0.204862,Western,5.2,2012,0.0,0.0,0.0
4780,0.525783,Western,5.4,2012,0.0,0.0,0.0
4992,1.204207,Western,5.9,2003,59267632.2391264,104694478.911865,45426846.6727386
5031,0.680802999999999,Western,6.8,2003,26077758.1852156,80955191.5363924,54877433.351176806
5147,0.245905,Western,5.8,2003,71121158.6869516,0.0,-71121158.6869516
5191,0.150064,Western,6.1,2003,0.0,0.0,0.0
5508,1.21451,Western,6.0,2013,238688504.948808,83578333.8231908,-155110171.1256172
5703,0.393664,Western,5.8,2013,0.0,965277.842780093,965277.842780093
5704,0.387592,Western,5.7,2013,6552233.46918297,5753.79701929539,-6546479.672163675
6115,0.619817,Western,6.8,1985,0.0,83946097.6546702,83946097.6546702
6140,0.184013,Western,7.1,1985,52706317.3589269,0.0,-52706317.3589269
6181,6.5e-05,Western,6.0,1985,0.0,0.0,0.0
6226,1.310993,Western,5.8,2005,83742246.724087,158998685.023413,75256438.299326
6341,0.484314,Western,6.7,2005,16748449.3448174,13439122.1222116,-3309327.2226058003
6756,0.463068,Western,5.8,2006,19470044.8492483,1294008.38574831,-18176036.463499993
7031,0.94856,Western,5.9,2004,167394582.972761,29807735.199779,-137586847.772982
7046,0.837905999999999,Western,5.8,2004,126988993.979336,120006285.955201,-6982708.024134994
7047,0.815044,Western,6.3,2004,115444539.981214,124799530.556322,9354990.575107992
