,popularity,director,vote_average,release_year,budget_adj,revenue_adj,net_profit
8579,0.385797,Farhad Mann,3.3,1996,0.0,3349344.92292151,3349344.92292151
251,0.513386,Anders Morgenthaler,4.0,2015,0.0,0.0,0.0
5769,0.313754,Anders Morgenthaler,4.5,2013,0.0,20274.4824203576,20274.4824203576
9432,0.172296,Peter Faiman,6.6,1991,27218578.3128131,7371317.7666548,-19847260.5461583
10499,0.680643,Peter Faiman,6.2,1986,9947032.05431079,652930158.903837,642983126.8495262
8207,0.275609,Lesli Linka Glatter,6.3,1995,17171602.4052835,39208492.1587308,22036889.753447298
5460,1.932704,Joseph Gordon-Levitt,5.9,2013,5616200.11644254,0.0,-5616200.11644254
2229,0.271442,Lena Dunham,5.8,2010,65000.0,0.0,-65000.0
4101,0.257263,David Carson,5.5,2002,0.0,0.0,0.0
4205,0.948788,David Carson,6.3,1994,55902239.3407301,176533387.391779,120631148.0510489
7214,0.173273,David Carson,5.5,2004,0.0,0.0,0.0
8766,0.385239,David Carson,7.3,2000,0.0,0.0,0.0
9144,0.189048,David Carson,5.1,1998,0.0,0.0,0.0
9854,0.613969,Howard Hawks,5.0,1962,0.0,0.0,0.0
9912,0.122269,Howard Hawks,4.9,1964,0.0,0.0,0.0
10681,0.2348,Howard Hawks,5.7,1970,0.0,0.0,0.0
10829,0.395668,Howard Hawks,6.9,1966,31258922.3632632,40308088.1537887,9049165.7905255
5961,0.134168,Andrew Weiner,4.6,2013,0.0,0.0,0.0
5396,0.179786,Jim Kouf,6.4,1997,0.0,7866093.84923128,7866093.84923128
908,0.472703,Mark Waters,5.8,2014,0.0,0.0,0.0
1435,1.285167,Mark Waters,5.5,2009,0.0,103899774.989271,103899774.989271
2751,0.421293,Mark Waters,5.3,2001,17240833.6337138,12837610.9278314,-4403222.7058824
2946,1.019335,Mark Waters,6.2,2008,91150797.042825,164921838.191535,73771041.14871
3406,1.825552,Mark Waters,5.7,2011,53316892.3425309,181628117.584104,128311225.2415731
4998,1.096211,Mark Waters,6.0,2003,30819168.7643457,130661815.571456,99842646.8071103
6240,1.102836,Mark Waters,6.5,2005,64760670.7999606,114843481.832901,50082811.0329404
6973,2.629934,Mark Waters,6.8,2004,19625571.7968065,148972948.804502,129347377.00769551
4639,0.312624,Jordan Roberts,5.2,2012,0.0,0.0,0.0
6112,0.632419,Sam Firstenberg,5.8,1985,2027166.05226642,0.0,-2027166.05226642
7956,0.187368,Sam Firstenberg,5.6,1984,0.0,0.0,0.0
7980,0.127192,Sam Firstenberg,4.8,1984,0.0,0.0,0.0
830,0.688635,Olivier Dahan,5.7,2014,27632731.5231437,0.0,-27632731.5231437
4831,0.139047,Daniel Krige,5.3,2012,474872.140676122,949744.281352245,474872.14067612303
2506,0.413376,Turi Meyer,3.6,1999,0.0,0.0,0.0
9101,0.315454,Alan Cohn,5.1,1998,0.0,0.0,0.0
7254,0.075496,Bob Swerer Sr.,7.5,2004,0.0,0.0,0.0
4911,0.040607,Glenio Bonder,4.2,2012,0.0,0.0,0.0
91,1.904898,Sean Anders,5.7,2015,45999979.7600089,221131463.342156,175131483.5821471
653,4.105685,Sean Anders,6.1,2014,38685824.1324013,98230083.9390274,59544259.8066261
2883,2.90047,Sean Anders,5.9,2008,19242946.0423741,18995761.2853801,-247184.75699400157
4452,1.020104,Sean Anders,5.6,2012,66482099.6946572,55140602.0428999,-11341497.6517573
1544,0.569435999999999,Mimi Leder,5.6,2009,25410010.8531238,0.0,-25410010.8531238
5299,0.674762,Mimi Leder,5.5,1997,67923016.0536048,0.0,-67923016.0536048
8690,1.042311,Mimi Leder,6.8,2000,50651684.5737255,70541855.2597722,19890170.686046697
8991,1.283006,Mimi Leder,5.6,1998,100327160.180872,187898944.598405,87571784.41753301
1669,0.360715,Debbie Isitt,6.3,2009,0.0,0.0,0.0
2505,0.416778,Kelly Makin,5.0,1999,0.0,0.0,0.0
8161,0.457914,Kelly Makin,5.7,1995,0.0,0.0,0.0
8620,0.247347,Kelly Makin,5.6,1996,0.0,0.0,0.0
3355,0.142713,Victor Navone,6.2,2008,0.0,0.0,0.0
4935,0.0153509999999999,Lloyd Kramer,4.3,2012,0.0,0.0,0.0
7164,0.290518,Lloyd Kramer,6.7,2004,0.0,0.0,0.0
1443,1.159118,Andrea Arnold,6.6,2009,3049201.30237486,2396521.79640238,-652679.5059724799
3636,0.414629,Andrea Arnold,5.6,2011,7755184.34073177,97826.8034681184,-7657357.537263651
6831,0.263646,Andrea Arnold,6.1,2006,0.0,1220495.9864125,1220495.9864125
3069,0.469922,Callie Khouri,5.9,2008,0.0,0.0,0.0
4064,0.367352,Callie Khouri,5.3,2002,32731057.6277547,0.0,-32731057.6277547
681,2.611251,James DeMonaco,6.6,2014,8289819.45694313,100198906.84914,91909087.39219688
5443,2.811403,James DeMonaco,5.8,2013,2808100.05822127,83614574.2265088,80806474.16828753
1213,0.110266,Christian Tureaud,6.5,2014,0.0,0.0,0.0
112,1.41239,John Erick Dowdle,6.7,2015,4599997.97600089,50065340.2112503,45465342.23524941
752,1.140302,John Erick Dowdle,6.1,2014,4605455.25385729,36935751.1359355,32330295.882078208
2173,0.368927,John Erick Dowdle,5.6,2010,10000000.0,33583175.0,23583175.0
3059,0.481188,John Erick Dowdle,5.3,2008,12153439.60571,41377822.2818731,29224382.6761631
7703,0.219032,John Erick Dowdle,5.1,2007,0.0,0.0,0.0
4503,0.657376,Jonathan Dayton,6.9,2012,0.0,8669515.58292929,8669515.58292929
6649,0.778589,Jonathan Dayton,7.3,2006,8653353.26633258,108732824.581061,100079471.31472842
1226,0.09733,Rodrigo GarcÃ­a,6.6,2014,0.0,0.0,0.0
1605,0.430617,Rodrigo GarcÃ­a,6.7,2009,7114803.03887467,0.0,-7114803.03887467
3076,0.453602,Rodrigo GarcÃ­a,5.5,2008,25319665.8452291,2025573.26761833,-23294092.577610772
3717,0.283696,Rodrigo GarcÃ­a,6.1,2011,7755184.34073177,5462391.23353962,-2292793.1071921494
8,7.40416499999999,Pierre Coffin,6.5,2015,68079970.0448131,1064192016.79551,996112046.7506969
1924,3.791881,Pierre Coffin,7.1,2010,69000000.0,543513985.0,474513985.0
5434,3.928789,Pierre Coffin,7.0,2013,71138534.8082722,908665501.929164,837526967.1208918
460,0.206155,Daniel Junge,6.5,2015,597999.736880115,0.0,-597999.736880115
1046,0.279115,Matt Drummond,4.3,2014,0.0,0.0,0.0
9139,0.207296,Anthony Drazan,5.4,1998,0.0,0.0,0.0
2981,0.762934,Martin Wood,6.6,2008,7089506.43666417,0.0,-7089506.43666417
3663,0.368965,Douglas Aarniokoski,4.6,2011,0.0,0.0,0.0
5664,0.472278,Douglas Aarniokoski,4.7,2013,0.0,9360333.52740424,9360333.52740424
8781,0.332267,Douglas Aarniokoski,4.3,2000,31657302.8585784,20062635.8731438,-11594666.9854346
8439,0.143798,Carl Gottlieb,5.9,1981,0.0,0.0,0.0
9683,0.207159,Carl Gottlieb,5.8,1987,0.0,0.0,0.0
408,0.202673,Sam Friedlander,5.3,2015,0.0,0.0,0.0
5969,0.123435,Ryan Perez,4.9,2013,0.0,0.0,0.0
169,0.894477,Andrew Haigh,6.0,2015,0.0,0.0,0.0
3755,0.243777,Andrew Haigh,7.4,2011,7755.18434073177,455565.701921734,447810.51758100226
1855,0.112717,Michael Stephenson,7.6,2009,0.0,0.0,0.0
6786,0.320908,Sanjay Gadhvi,6.5,2006,11898360.7412073,50185584.1408264,38287223.399619095
9561,0.314786,Bud Yorkin,4.8,1988,0.0,27070518.1370652,27070518.1370652
186,0.795762,David Gordon Green,5.7,2015,25759988.6656049,6442077.28548599,-19317911.38011891
213,0.654046,David Gordon Green,5.0,2015,3679998.38080071,131652.86207274,-3548345.51872797
985,0.340308,David Gordon Green,6.5,2014,3684364.20308583,2178810.48459521,-1505553.7184906201
2928,1.273395,David Gordon Green,6.6,2008,27345239.1128475,102924282.653355,75579043.5405075
3230,0.220417,David Gordon Green,6.9,2008,0.0,419702.832197054,419702.832197054
3475,1.004841,David Gordon Green,5.1,2011,48372962.3253144,25322264.746483,-23050697.5788314
3544,0.656612,David Gordon Green,5.4,2011,24234951.0647868,33872888.6510632,9637937.586276397
5180,0.218799,David Gordon Green,5.6,2003,0.0,0.0,0.0
5855,0.218887,David Gordon Green,6.1,2013,678624.180736808,0.0,-678624.180736808
7213,0.175454,David Gordon Green,5.9,2004,0.0,165774.896076825,165774.896076825
8886,0.080819,David Gordon Green,4.9,2000,0.0,0.0,0.0
1648,0.388026,Chris Fisher,3.8,2009,4065601.73649981,4167241.7799123,101640.04341248982
3699,0.30628,Chris Fisher,4.4,2011,0.0,0.0,0.0
4682,0.15305,Chris Fisher,4.4,2012,0.0,498.615747709929,498.615747709929
6495,0.156031,Chris Fisher,5.7,2005,3349689.86896348,0.0,-3349689.86896348
501,0.156851,Gerard Barrett,3.5,2015,0.0,0.0,0.0
503,0.153023,Joshua Safdie,6.9,2015,0.0,0.0,0.0
311,0.393566,Ken Sanzel,4.4,2015,919999.595200178,0.0,-919999.595200178
1646,0.388271,Peter Ramsey,6.1,2009,0.0,0.0,0.0
4393,1.832434,Peter Ramsey,6.9,2012,137712920.796075,291516095.791208,153803174.99513304
1291,0.034572,J.C. Calciano,6.1,2014,0.0,0.0,0.0
2333,0.147222,J.C. Calciano,6.3,2010,0.0,0.0,0.0
3884,0.045198,J.C. Calciano,4.6,2011,0.0,0.0,0.0
3819,0.161003,Tom Shadyac,6.5,2011,0.0,0.0,0.0
4092,0.281325,Tom Shadyac,6.2,2002,72735683.6172328,63428425.5415717,-9307258.0756611
4206,0.943815,Tom Shadyac,6.3,1994,22066673.4239724,157728750.860048,135662077.4360756
4956,2.899533,Tom Shadyac,6.3,2003,94828211.5826022,574389691.557017,479561479.97441477
5260,1.087383,Tom Shadyac,6.2,1997,61130714.4482443,245881318.114049,184750603.66580468
7448,1.109374,Tom Shadyac,5.2,2007,184042001.96052,181938664.795257,-2103337.165262997
8480,1.10451,Tom Shadyac,5.4,1996,75071703.9038537,179017298.883947,103945594.98009332
9021,0.792566,Tom Shadyac,6.9,1998,66884773.4539149,270606298.4321,203721524.9781851
280,0.442427,Stephen Frears,5.9,2015,0.0,3023530.82964643,3023530.82964643
1722,0.292324,Stephen Frears,5.8,2009,23377209.9848739,9519837.18891286,-13857372.79596104
4106,0.247926,Stephen Frears,6.7,2002,0.0,0.0,0.0
4501,0.665792,Stephen Frears,4.9,2012,25025761.8136316,1497449.46173242,-23528312.35189918
5846,0.227851,Stephen Frears,7.4,2013,11232400.232885,93724899.7976296,82492499.56474459
6183,0.112015,Stephen Frears,6.2,1985,1743362.80494912,4969688.79960348,3226325.99465436
6470,0.190708,Stephen Frears,6.3,2005,0.0,0.0,0.0
6730,0.451217,Stephen Frears,6.6,2006,16225037.3743735,133460805.880299,117235768.5059255
7984,0.08784,Stephen Frears,6.3,1984,0.0,0.0,0.0
8293,0.518807,Stephen Frears,6.2,1992,65269018.6927361,0.0,-65269018.6927361
8563,0.442104,Stephen Frears,5.4,1996,65340186.7311319,17210051.878718,-48130134.85241389
8715,0.697768,Stephen Frears,7.0,2000,37988763.4302941,59675655.7367084,21686892.306414306
8792,0.284675,Stephen Frears,6.3,2000,0.0,0.0,0.0
9494,0.481627,Stephen Frears,6.7,1988,25814474.3232643,63929029.3720776,38114555.0488133
9702,0.159006999999999,Stephen Frears,4.7,1987,0.0,0.0,0.0
10032,0.419438,Stephen Frears,6.5,1990,0.0,22441293.1560473,22441293.1560473
10379,0.132556,Stephen Frears,5.6,1993,0.0,0.0,0.0
7480,0.823646999999999,Gregory Wilson,6.4,2007,0.0,0.0,0.0
1331,1.719385,John Lounsbery,6.6,1977,4317337.23908442,256219102.706214,251901765.4671296
1336,0.912502,John Lounsbery,7.1,1977,0.0,0.0,0.0
411,0.256542,Alberto Marini,5.3,2015,0.0,0.0,0.0
2306,0.17845,Elbert van Strien,5.8,2010,0.0,0.0,0.0
10748,0.141056,Arthur Allan Seidelman,4.0,1969,0.0,0.0,0.0
1397,3.15306,Todd Phillips,7.1,2009,35574015.1943733,466802856.532436,431228841.3380627
1988,1.119731,Todd Phillips,6.2,2010,65000000.0,211780824.0,146780824.0
3395,2.411533,Todd Phillips,6.1,2011,77551843.4073177,246669134.754083,169117291.3467653
4990,1.280654,Todd Phillips,6.6,2003,28448463.4747806,103191288.179616,74742824.7048354
5482,1.439458,Todd Phillips,6.0,2013,96411435.3322637,338844141.086435,242432705.7541713
6857,0.533965999999999,Todd Phillips,5.5,2006,21633383.1658314,19261898.1714491,-2371484.9943822995
7068,0.679997,Todd Phillips,5.5,2004,69266723.9887289,196565975.169264,127299251.1805351
8696,0.976664,Todd Phillips,5.7,2000,20260673.8294902,151643897.890256,131383224.06076579
719,1.655717,Andrea Di Stefano,6.2,2014,15658547.8631148,0.0,-15658547.8631148
1726,0.286478,Nicolas Saada,6.0,2009,0.0,0.0,0.0
2707,0.625438,Bill Paxton,6.8,2001,13546369.2836322,16145360.9165325,2598991.6329002995
6337,0.500883,Bill Paxton,7.0,2005,27914082.2413623,17229885.7543607,-10684196.487001602
1984,1.138389,Troy Nixey,5.4,2010,25000000.0,36993168.0,11993168.0
1640,0.394271,Damien Dante Wayans,4.8,2009,0.0,0.0,0.0
1758,0.118533,Nicholas Jasenovec,5.1,2009,1016400.43412495,1318241.88744747,301841.45332252013
9865,0.265925,Orson Welles,6.0,1962,0.0,0.0,0.0
10634,0.021941,Orson Welles,7.0,1973,0.0,0.0,0.0
1788,0.223951,Tim McCanlies,6.1,2009,0.0,0.0,0.0
5103,0.355981,Tim McCanlies,6.6,2003,0.0,0.0,0.0
5760,0.326279,Tim McCanlies,5.4,2013,0.0,0.0,0.0
4100,0.258401,Tuck Tucker,5.5,2002,0.0,0.0,0.0
2987,0.730324,Nick Park,7.0,2008,0.0,0.0,0.0
6232,1.212451,Nick Park,6.6,2005,33496898.6896348,214885767.201243,181388868.5116082
8095,1.115152,Nick Park,7.4,1995,0.0,0.0,0.0
8673,1.525559,Nick Park,6.3,2000,56983145.1454412,284706235.424977,227723090.2795358
10012,0.519772999999999,Nick Park,7.3,1990,0.0,0.0,0.0
10238,0.996113,Nick Park,7.4,1993,0.0,0.0,0.0
526,0.135554,Guy Maddin,5.7,2015,0.0,0.0,0.0
5223,0.039864,Guy Maddin,6.1,2003,0.0,0.0,0.0
7804,0.068984,Guy Maddin,6.3,2007,0.0,0.0,0.0
1715,0.299873,Reynaldo Rodriguez,5.3,2009,0.0,0.0,0.0
547,0.10808,Khoa LÃª,6.2,2015,0.0,0.0,0.0
7263,0.00824,Rajkumar Santoshi,5.7,2004,0.0,0.0,0.0
261,0.474788,David Burris,5.8,2015,0.0,0.0,0.0
8301,0.451555,Dale Launer,5.4,1992,0.0,1173187.30063811,1173187.30063811
1271,0.065064,Manny Rodriguez,7.0,2014,0.0,0.0,0.0
1814,0.166774,Manny Rodriguez,6.9,2009,0.0,0.0,0.0
6773,0.310895,Manny Rodriguez,6.4,2006,0.0,0.0,0.0
7738,0.167201,Manny Rodriguez,6.7,2007,0.0,0.0,0.0
7766,0.132685,Manny Rodriguez,6.6,2007,0.0,0.0,0.0
2138,0.449761,Raman Hui,6.4,2010,0.0,0.0,0.0
2952,0.957704,Raman Hui,6.4,2008,0.0,0.0,0.0
3487,0.910291,Raman Hui,6.8,2011,0.0,0.0,0.0
7411,1.862295,Raman Hui,5.8,2007,168266973.221047,840239200.967451,671972227.7464039
5129,0.288118,Fabrice Canepa,6.5,2003,0.0,0.0,0.0
371,0.422901,Sanjay Patel,6.9,2015,0.0,0.0,0.0
4882,0.0792809999999999,Brett Kelly,2.0,2012,0.0,0.0,0.0
4878,0.0851789999999999,Mark Caballero,5.4,2012,0.0,0.0,0.0
4780,0.525783,Matt Piedmont,5.4,2012,0.0,0.0,0.0
546,0.138559,Israel Luna,2.4,2015,0.0,0.0,0.0
3834,0.134892,Israel Luna,4.3,2011,0.0,0.0,0.0
4574,0.468305,Jamie Bradshaw,4.6,2012,0.0,0.0,0.0
7619,0.370495,Dave Willis,6.6,2007,0.0,0.0,0.0
458,0.207366,Eshom Nelms,6.4,2015,0.0,0.0,0.0
2806,0.25108,Billy Crystal,5.8,2001,0.0,0.0,0.0
8236,0.114996,Billy Crystal,5.3,1995,0.0,0.0,0.0
5975,0.245457,Adam Rogers,6.0,2013,2340083.38185106,0.0,-2340083.38185106
7691,0.234237,David Flores,3.6,2007,0.0,0.0,0.0
2537,0.312306,Frank Oz,6.0,1999,71997906.5626877,0.0,-71997906.5626877
2724,0.526992,Frank Oz,6.6,2001,83741191.9351813,87521717.6008099,3780525.665628597
5287,0.733859,Frank Oz,5.8,1997,47546111.2375233,0.0,-47546111.2375233
7043,0.8676,Frank Oz,5.4,2004,103900085.983093,117753430.780839,13853344.797746003
7506,0.642207,Frank Oz,6.7,2007,9465017.24368391,48.3767548010511,-9464968.866929108
7929,0.46568,Frank Oz,6.1,1984,16792336.3135532,0.0,-16792336.3135532
8215,0.246552,Frank Oz,5.8,1995,64393509.0198134,0.0,-64393509.0198134
8312,0.379036,Frank Oz,5.5,1992,0.0,0.0,0.0
8901,0.884844,Frank Oz,7.3,1982,33894636.0382684,91689512.0279635,57794875.9896951
9347,0.601417,Frank Oz,6.8,1991,56038249.4675565,102005624.959372,45967375.4918155
9469,0.777228,Frank Oz,6.7,1988,0.0,77515491.4504305,77515491.4504305
10505,0.557155,Frank Oz,6.4,1986,49735160.2715539,77086305.4236192,27351145.1520653
4606,0.406609,Lucien Castaing-Taylor,6.0,2012,0.0,0.0,0.0
1622,0.295735,Phil Claydon,5.1,2009,0.0,0.0,0.0
64,2.395366,Glenn Ficarra,6.7,2015,46091979.7195289,141645863.63582,95553883.9162911
1481,0.8342,Glenn Ficarra,6.3,2009,13213205.6436243,10826732.9983141,-2386472.6453102008
3383,2.924415,Glenn Ficarra,6.9,2011,48469902.1295736,138479670.753648,90009768.62407441
3701,0.303053,James Hacking,4.5,2011,0.0,0.0,0.0
4469,0.862841,Ole Bornedal,5.8,2012,13296419.9389314,81151921.0952451,67855501.15631369
5307,0.586336,Ole Bornedal,6.4,1997,0.0,1601627.43546464,1601627.43546464
8272,0.716557,Geoffrey Wright,6.5,1992,0.0,0.0,0.0
8843,0.150887,Geoffrey Wright,4.3,2000,0.0,0.0,0.0
3802,0.179339,Evan Oppenheimer,3.0,2011,1938796.08518294,0.0,-1938796.08518294
593,0.052542,Jane Preston,6.0,2015,0.0,0.0,0.0
4530,0.580776,Brian Klugman,6.3,2012,5698465.68811347,12566504.4186852,6868038.73057173
1155,0.281505,Kenny Leon,6.3,2014,0.0,0.0,0.0
219,0.629560999999999,Wayne Blair,5.9,2015,0.0,0.0,0.0
4651,0.335002,Wayne Blair,6.4,2012,0.0,0.0,0.0
6506,0.042267,Brian Flemming,5.9,2005,0.0,0.0,0.0
404,0.264997,Robert Pulcini,6.0,2015,0.0,0.0,0.0
2277,0.214381,Robert Pulcini,5.9,2010,7000000.0,453079.0,-6546921.0
4744,0.221973,Robert Pulcini,5.7,2012,0.0,0.0,0.0
5143,0.573104,Robert Pulcini,6.7,2003,0.0,7116367.728632,7116367.728632
7532,0.551406,Robert Pulcini,6.0,2007,21033371.6526309,50204658.9128544,29171287.260223504
2045,0.756229,Michael Lembeck,5.2,2010,48000000.0,112462508.0,64462508.0
3309,0.10378,Michael Lembeck,5.7,2008,0.0,0.0,0.0
3611,0.451669,Michael Lembeck,5.0,2011,0.0,0.0,0.0
3874,0.072393,Michael Lembeck,4.1,2011,0.0,0.0,0.0
3954,1.118663,Michael Lembeck,5.4,2002,78796990.5853355,209545521.99127,130748531.40593451
6662,0.709677,Michael Lembeck,5.1,2006,0.0,91401175.8392752,91401175.8392752
7169,0.283606,Michael Lembeck,6.8,2004,23088907.9962429,13092583.7503959,-9996324.245847
2109,0.532098,Mikael HÃ¥fstrÃ¶m,6.0,2010,50000000.0,0.0,-50000000.0
3423,1.465299,Mikael HÃ¥fstrÃ¶m,5.7,2011,35867727.5758844,93108387.4257441,57240659.8498597
5485,1.41459,Mikael HÃ¥fstrÃ¶m,6.7,2013,46801667.6370212,115052643.451791,68250975.8147698
6271,0.82677,Mikael HÃ¥fstrÃ¶m,6.2,2005,24564392.3723988,64179026.1848606,39614633.8124618
7467,0.917818,Mikael HÃ¥fstrÃ¶m,6.4,2007,26291714.5657886,99571558.6327845,73279844.0669959
730,1.466453,Henrik Ruben Genz,5.2,2014,0.0,0.0,0.0
4817,0.152713,David MuÃ±oz,7.5,2012,0.0,0.0,0.0
5940,0.145114,Marco Ristori,2.9,2013,936033.352740424,0.0,-936033.352740424
8964,0.078907,Allan Holzman,5.0,1982,0.0,0.0,0.0
1916,0.003432,John Moffitt,7.0,2009,0.0,0.0,0.0
3861,0.087952,John Moffitt,6.9,2011,0.0,0.0,0.0
2534,0.318024,John G. Avildsen,5.2,1999,19635792.6989148,0.0,-19635792.6989148
4332,0.164909,John G. Avildsen,7.0,1994,0.0,0.0,0.0
7890,1.508112,John G. Avildsen,6.7,1984,16792336.3135532,190625674.054874,173833337.7413208
8316,0.348536,John G. Avildsen,7.8,1992,0.0,0.0,0.0
8444,0.049718,John G. Avildsen,4.4,1981,20384621.8412829,71744772.5435931,51360150.70231019
9201,0.833523999999999,John G. Avildsen,5.5,1989,0.0,68523523.8730315,68523523.8730315
9297,0.142879,John G. Avildsen,6.8,1989,0.0,0.0,0.0
9586,0.076958,John G. Avildsen,6.4,1988,0.0,32294927.0501394,32294927.0501394
9989,1.243528,John G. Avildsen,5.3,1990,70093738.6932123,200178301.78225,130084563.08903769
10174,2.389663,John G. Avildsen,7.2,1976,4214867.83132405,449209681.628042,444994813.79671794
10495,0.772494,John G. Avildsen,5.8,1986,224.802924427423,228988593.738343,228988368.93541858
3684,0.335076,JÃ©rÃ´me Salle,5.7,2011,39745319.7462503,0.0,-39745319.7462503
5550,0.926614,JÃ©rÃ´me Salle,6.8,2013,14976533.6438467,0.0,-14976533.6438467
6465,0.198303,JÃ©rÃ´me Salle,6.6,2005,0.0,0.0,0.0
8820,0.198227,John Blanchard,5.1,2000,6331460.57171569,0.0,-6331460.57171569
5924,0.085656,Joel Allen Schroeder,5.7,2013,0.0,0.0,0.0
6493,0.158242,RÃ©mi BezanÃ§on,6.8,2005,0.0,0.0,0.0
3581,0.52043,Dermot Mulroney,5.3,2011,0.969398042591472,1335.83050269104,1334.8611046484486
1261,0.03551,Christian Larson,7.6,2014,690818.288078594,0.0,-690818.288078594
9877,0.115188,Herk Harvey,6.9,1962,216253.466362854,0.0,-216253.466362854
1940,2.087252,Louis Leterrier,5.6,2010,125000000.0,232713139.0,107713139.0
2887,2.349544,Louis Leterrier,6.1,2008,151917995.071375,165805400.340377,13887405.26900199
3923,1.955546,Louis Leterrier,6.5,2002,25457489.2660314,53253348.3265822,27795859.0605508
5426,4.942928,Louis Leterrier,7.3,2013,70202501.4555318,110170090.364659,39967588.90912719
6210,1.699822,Louis Leterrier,6.1,2005,35730025.2689438,95095059.1739463,59365033.905002505
6281,0.743639,Louis Leterrier,6.5,2005,50245348.0344522,56800817.2796654,6555469.245213203
1485,0.817983,Jesse V. Johnson,5.2,2009,8131203.47299962,0.0,-8131203.47299962
1885,0.090351,Jake Goldberger,4.5,2009,0.0,0.0,0.0
6042,0.040535,Jake Goldberger,6.2,2013,0.0,0.0,0.0
1958,1.57937,Allen Coulter,6.8,2010,20000000.0,0.0,-20000000.0
6765,0.361949,Allen Coulter,6.1,2006,0.0,18176101.3636494,18176101.3636494
4656,0.329642,Kyung Ho Lee,4.7,2012,5033644.6911669,0.0,-5033644.6911669
7564,0.473709,Kyung Ho Lee,5.6,2007,0.0,0.0,0.0
4294,0.240785,Robert Benton,7.2,1994,0.0,0.0,0.0
5063,0.471245,Robert Benton,6.2,2003,35560579.3434758,0.0,-35560579.3434758
7490,0.729174,Robert Benton,5.8,2007,0.0,6038268.74738594,6038268.74738594
7848,0.416453,Robert Benton,7.3,1979,24036432.0200127,319263908.305819,295227476.2858063
7970,0.212188,Robert Benton,5.7,1984,0.0,0.0,0.0
9049,0.55599,Robert Benton,6.6,1998,0.0,0.0,0.0
9415,0.22055,Robert Benton,5.7,1991,76852456.412649,0.0,-76852456.412649
9687,0.159347,Joe Camp,6.4,1987,0.0,0.0,0.0
9803,0.040689,Joe Camp,6.4,1974,0.0,0.0,0.0
4573,0.468552,Dax Shepard,5.4,2012,1899488.56270449,13676317.6514723,11776829.08876781
9734,0.437877,Gene Saks,7.3,1968,0.0,0.0,0.0
10421,0.197331,Gene Saks,6.9,1967,0.0,0.0,0.0
10741,0.305709,Gene Saks,6.8,1969,0.0,0.0,0.0
7444,1.145815,Kirsten Sheridan,6.9,2007,26291714.5657886,69538457.3641462,43246742.798357606
8078,1.913274,Mike Gabriel,6.6,1995,78703177.6908831,495228688.538899,416525510.8480159
10055,0.298196,Mike Gabriel,6.4,1990,63302990.5326723,46614774.4917536,-16688216.0409187
6657,0.720101,Kyungho Lee,4.9,2006,0.0,0.0,0.0
771,0.966048,Ben Falcone,5.1,2014,18421821.0154291,92593075.7901349,74171254.77470581
865,0.571843999999999,George C. Wolfe,7.3,2014,0.0,10579.6518091609,10579.6518091609
3087,0.422873,George C. Wolfe,5.7,2008,0.0,85453934.0076331,85453934.0076331
5376,0.254744,Gary Oldman,6.4,1997,12226142.8896488,0.0,-12226142.8896488
2683,0.878720999999999,Joe Roth,5.4,2001,0.0,0.0,0.0
6633,0.875629999999999,Joe Roth,5.3,2006,40741068.847052,15852540.8029944,-24888528.0440576
7019,1.12564,Joe Roth,5.3,2004,69266723.9887289,0.0,-69266723.9887289
9682,0.233246,Joe Roth,6.1,1987,0.0,43451882.6083143,43451882.6083143
765,0.989916,Stuart Beattie,5.1,2014,59870918.3001448,65539857.9124945,5668939.612349704
2164,0.393626,Stuart Beattie,6.5,2010,27000000.0,16504936.0,-10495064.0
2285,0.208862,Paul Olding,5.1,2010,0.0,0.0,0.0
